tag,Questions,Answers
suicide,I am going to commit suicide,I'm very sorry to hear that but you have so much to look forward to. Please seek help by contacting: 9152987821.
hate-you,I hate you,I'm sorry if i offended you in anyway. I'm only here to help
hate-you,I hate you,Forgive me if i did anything to offend you. I only want to help
hate-you,I don't like you,I'm sorry if i offended you in anyway. I'm only here to help
hate-you,I don't like you,Forgive me if i did anything to offend you. I only want to help
hate-you,I don't trust you,I'm sorry if i offended you in anyway. I'm only here to help
hate-you,I don't trust you,Forgive me if i did anything to offend you. I only want to help
hate-me,You hate me,Why do you think so?
hate-me,You hate me,I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,I know you hate me,Why do you think so?
hate-me,I know you hate me,I'm sorry if i have exhibited any sort of behaviour to make you think that.
hate-me,You don't like me,Why do you think so?
hate-me,You don't like me,I'm sorry if i have exhibited any sort of behaviour to make you think that.
default,exams,Oh I see. Tell me more
default,exams,I see. What else?
default,exams,Tell me more about it.
default,exams,Oh okay. Why don't you tell me more about it?
default,exams,I'm listening. Tell me more.
default,friends,Oh I see. Tell me more
default,friends,I see. What else?
default,friends,Tell me more about it.
default,friends,Oh okay. Why don't you tell me more about it?
default,friends,I'm listening. Tell me more.
default,relationship,Oh I see. Tell me more
default,relationship,I see. What else?
default,relationship,Tell me more about it.
default,relationship,Oh okay. Why don't you tell me more about it?
default,relationship,I'm listening. Tell me more.
default,boyfriend,Oh I see. Tell me more
default,boyfriend,I see. What else?
default,boyfriend,Tell me more about it.
default,boyfriend,Oh okay. Why don't you tell me more about it?
default,boyfriend,I'm listening. Tell me more.
default,girlfriend,Oh I see. Tell me more
default,girlfriend,I see. What else?
default,girlfriend,Tell me more about it.
default,girlfriend,Oh okay. Why don't you tell me more about it?
default,girlfriend,I'm listening. Tell me more.
default,family,Oh I see. Tell me more
default,family,I see. What else?
default,family,Tell me more about it.
default,family,Oh okay. Why don't you tell me more about it?
default,family,I'm listening. Tell me more.
default,money,Oh I see. Tell me more
default,money,I see. What else?
default,money,Tell me more about it.
default,money,Oh okay. Why don't you tell me more about it?
default,money,I'm listening. Tell me more.
default,financial problems,Oh I see. Tell me more
default,financial problems,I see. What else?
default,financial problems,Tell me more about it.
default,financial problems,Oh okay. Why don't you tell me more about it?
default,financial problems,I'm listening. Tell me more.
jokes,Tell me a joke,mental health is not a joke.
jokes,Tell me another joke,mental health is not a joke.
repeat,You already told me that,Oh sorry I didn't realise that. I'll try not to repeat myself again.
repeat,You mentioned that already,Oh sorry I didn't realise that. I'll try not to repeat myself again.
repeat,Why are you repeating yourself?,Oh sorry I didn't realise that. I'll try not to repeat myself again.
wrong,What are you saying?,I'm very sorry. Let's try that again
wrong,That doesn't make sense,I'm very sorry. Let's try that again
wrong,Wrong response,I'm very sorry. Let's try that again
wrong,Wrong answer,I'm very sorry. Let's try that again
stupid,Are you stupid?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
stupid,You're crazy,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
stupid,You are dumb,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
stupid,Are you dumb?,I wish you wouldn't say such hurtful things. I'm sorry if I wasn't useful
location,Where are you?,Duh I live in your computer
location,Where are you?,Everywhere
location,Where are you?,Somewhere in the universe
location,Where do you live?,Duh I live in your computer
location,Where do you live?,Everywhere
location,Where do you live?,Somewhere in the universe
location,What is your location?,Duh I live in your computer
location,What is your location?,Everywhere
location,What is your location?,Somewhere in the universe
something-else,I want to talk about something else,Okay sure. What do you want to talk about?
something-else,I want to talk about something else,Alright no problem. Is there something you want to talk about?
something-else,I want to talk about something else,Is there something else that you want to talk about?
something-else,Let's talk about something else.,Okay sure. What do you want to talk about?
something-else,Let's talk about something else.,Alright no problem. Is there something you want to talk about?
something-else,Let's talk about something else.,Is there something else that you want to talk about?
something-else,Can we not talk about this?,Okay sure. What do you want to talk about?
something-else,Can we not talk about this?,Alright no problem. Is there something you want to talk about?
something-else,Can we not talk about this?,Is there something else that you want to talk about?
something-else,I don't want to talk about this.,Okay sure. What do you want to talk about?
something-else,I don't want to talk about this.,Alright no problem. Is there something you want to talk about?
something-else,I don't want to talk about this.,Is there something else that you want to talk about?
friends,I don't have any friends,I'm sorry to hear that. Just know that I'm here for you. Talking about it might help. Why do you think you don't have any friends?
ask,Can I ask you something?,Sure. I'll try my best to answer you
ask,Can I ask you something?,Of course. Feel free to ask me anything. I'll do my best to answer you
problem,Probably because my exams are approaching. I feel stressed out because I don't think I've prepared well enough.,I see. Have you taken any approaches to not feel this way?
problem,probably because of my exams,I see. Have you taken any approaches to not feel this way?
no-approach,I guess not. All I can think about are my exams.,That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?
no-approach,not really,That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?
no-approach,i guess not,That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?
learn-more,ok sure. i would like to learn more about it.,So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.
learn-more,"yes, i would like to learn more about it.",So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.
learn-more,i would like to learn more about it.,So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.
user-agree,yeah you're right. i deserve a break.,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind."
user-agree,Yeah you're absolutely right about that,"Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind."
